PC1,PC2
-0.2186620777016413,-1.1449165718264098
-0.6052729619878728,-0.21824260890758498
-3.3589172260755857,-1.592886902547527
0.055557098637441654,-1.2538775345834354
0.9478561734679947,0.46178003109411075
0.41096260466202056,-0.2863474012451202
-0.47299472931049175,-0.21050944905216906
0.8880797994977688,0.662250081726459
-0.32320826453539236,0.6947645700049387
0.5460662332598608,-0.47267356178887376
-3.621612386470009,-2.4935198035282853
3.270822818624731,-2.55246832845138
-0.933016115574681,-0.267160870368807
-2.062035369479682,-2.1763970122919583
1.2241577566630233,0.18926324829762534
-4.070958987200467,-1.4681403675130185
1.2892008209361736,0.10792067860033838
-0.5812370629935754,-0.24354826845889674
0.07786116607591118,0.187393442679504
-1.0990279283902387,-0.06525416550647758
-1.3377405370387851,1.176200505436658
-1.0294735909855612,-1.6690862952862702
-1.2411695900357247,1.0956995437015096
-0.37994220790449645,-0.138227888008193
2.5400420167344024,-1.4164262442420248
0.5460799238872427,-0.027805342278249948
-1.8154156651537516,0.5889445855509262
2.0843391013673376,-4.617550770222632
0.8899858402610428,0.49305560004575305
-0.19475661837058925,-0.38458922907852117
0.8251924734405625,1.1938667130018639
-2.8934609570137595,-0.2602652446667954
0.05364607247120544,-0.8937215759520434
-0.4157568839420957,-0.25703750698451533
1.10733296676011,0.8486141261592814
0.8404934766422503,1.0879196985421595
0.07924754511019975,1.00887781851467
-0.027988778301840957,-2.455270717616715
-1.3002733951045868,0.29103504067656427
-0.22204107478506163,-0.08981785197408948
0.27336287031489104,-0.8686732927483112
-1.6145543857718383,-1.0549799578160903
0.26199927308218696,-1.3669698525330602
-0.7949936634531255,0.7365494895564634
0.7509878309047271,0.11617623511723975
1.0782625572662683,0.9940592145290289
-1.8493774375275316,-0.07454088208839943
2.012221680135215,-1.5038740165852804
0.37484592900940317,0.5841256053366997
-0.18708026032657948,1.5381896084403426
-0.6329836431837635,0.40140922193410034
-0.6361898050538836,0.35543021763971483
0.4640495344586014,0.697767184097254
0.25399654579589453,0.14822296045377606
0.8573732381964877,1.2791078856375833
-0.30416401733072757,-0.35969859096524426
0.6954197831336032,0.15075222493727106
-0.42454117310474093,0.8180698289869066
-0.912280736831486,0.7684341007544941
-0.8428563353195135,-0.5024899970124937
-0.5210573496812881,0.9292204708420028
-0.2582920942381677,1.1898269738098615
-0.3765519339453087,1.4554796073535596
3.5919235190386773,-1.8473228591276745
2.635027339671253,-0.5625243951697746
0.4464238866171277,-2.7385863482005055
1.3615375037805153,1.1951967229091958
1.5834626657738669,0.8653010890300116
-3.10215706551925,0.7702269578399028
-0.058798390612771374,0.4850974670203723
1.1755878055456082,1.6790320409666093
-1.0069484928423014,0.8209008396182416
0.32738179665290795,-0.11755278479454033
0.335837251601352,0.43012711599812725
1.3771898602501487,1.6974368963650033
-0.9523049627124639,0.5490708218304782
0.948113786857567,1.920353356213342
1.3869592843287066,0.7174318791177782
0.008033838094740103,0.8328379633796228
0.48802363347452615,-0.3028190682641183
-0.7786468952375971,0.3835183653942484
0.2061487739711716,0.45667326079487397
0.7607763313305772,1.208619478752781
2.859478633624771,-0.5693500910686259
-1.017455427935901,0.9534633472333794
-0.08710519155754765,0.449492651700357
0.3719526291315892,0.8599368811311432
